"Title"	"Title_Link"	"Duration"	"View"	"Sub"	"Likes"	"Dislikes"	"Date"	"Description"
"96"	"RNG | FRONTROW | World of Dance, Seattle 2014 #WODSEA"	"/watch?v=5x1EEgh-Nh8"	303	295689	489821	4133	62	16395	"RNG | FRONTROW | World Of Dance Seattle 2014 #WODSEADance Videos FIRST at the new http://WORLDOFDANCE.COM #worldofdance Like it! Share it!#WODLifestyle â Make sure to pick up the latest World of Dance Merchandise and Apparel now at http://www.worldofdance.com/storeFollow us on Twitter, Instagram and like us on Facebook: https://twitter.com/worldofdance https://instagram.com/worldofdance https://www.facebook.com/worldofdanceFor more dance news, tour info, and videos like this, http://www.worldofdance.com"
"97"	"Mos Wanted Crew - World of Dance Los Angeles 2011 - Debut Performance in Multiple Angles"	"/watch?v=nx-XwJmQWus"	503	292809	160565	1728	34	15069	"Created Performance Piece in 4 Days. Please Watch in 720 HD.Filmed By: Digital Creativeswww.youtube.com/thedigitalcreativesDebut Performance at World of Dance Los Angeles 2011www.worldofdance.comOver 12,000 people attended this event. Largest dance event in the United States!Follow Us:www.twitter.com/moswantedcrew@MosWantedCrewwww.facebook.com/moswantedcrewwww.MosWantedCrew.com Coming Soon."
"98"	"LES TWINS | World Of Dance 2013 Full Mix by DJ Tim"	"/watch?v=2y950MQzzVs"	302	287867	109460	1770	33	16032	"Mix Played in: https://www.youtube.com/watch?v=qb3nq...DJ Tim: https://www.youtube.com/user/Timoxa15â¬â¬â¬â¬â¬â¬â¬â¬â¬â¬â¬â¬â¬â¬â¬â¬â¬â¬â¬â¬â¬â¬â¬â¬â¬â¬â¬â¬â¬â¬â¬â¬Songs:âº 1. http://www.youtube.com/watch?v=Qm5P2M...âº 2. http://www.youtube.com/watch?v=bz-IT0...âº 3. http://www.youtube.com/watch?v=tE1WZF...âº 4. http://www.youtube.com/watch?v=PS2pjV...âº 5. http://www.youtube.com/watch?v=3dHTSv...Support Me (so you never miss a video!)âº Facebook: http://www.facebook.com/pages/LesTwin...âº Twitter: https://twitter.com/LesTwinsVideosSupport Les Twinsâº Facebook: http://www.facebook.com/lestwinsofficialâº Website: http://lestwins.jpâº Larry's Twitter: https://twitter.com/LarryBourgeois1âº Laurent's Twitter: https://twitter.com/lestwinsoffâ¬â¬â¬â¬â¬â¬â¬â¬â¬â¬â¬â¬â¬â¬â¬â¬â¬â¬â¬â¬â¬â¬â¬â¬â¬â¬â¬â¬â¬â¬â¬â¬Les Twins Full Mix 2013Les Twins WOD 2013Les Twins World of Dance 2013Les Twins San Diego 2013Les Twins MileyLes Twins Somewhere In America"
"99"	"Travis Lim | Wonderkids | World of Dance #WODLA '14"	"/watch?v=0_eJrCa2qDw"	183	286065	489821	495	36	16185	"Travis Lim | WONDERKIDS | World of Dance #WODLA '14#WODLifestyle - Make sure to pick up the latest World of Dance Merchandise and Apparel now at http://www.worldofdance.com/storeSupport the movement. Subscribe here.https://www.youtube.com/worldofdanceFollow us on Twitter, Instagram and like us on Facebook:https://twitter.com/worldofdancehttps://instagram.com/worldofdancehttps://www.facebook.com/worldofdance...For more dance news, tour info, and videos like this, go to:http://www.worldofdance.com/"
"100"	"World Of Dance Seattle 2012 : Brian Puspos WOD Anniversary Tribute his Beautiful GF."	"/watch?v=fur9lHvbyd0"	190	270632	489821	3530	39	15606	"Brian Puspos sharing his feelings about his wonderful relationship after meeting 1 year ago at World of Dance Seattle.\"World of Dance\"  \"Where Relationships Happen\" =)www.worldofdance.com#WODLife - Make sure to pick up the latest World of Dance Merchandise and Apparel now at http://www.worldofdance.com/store"
"101"	"World of Dance 2013: Chachi Gonzales"	"/watch?v=ncjZ3B75168"	188	268834	438	1761	42	15851	"The Circus Freaks went to the World of Dance Tour and had a blastLikeSubscribeCommentFacebook: www.facebook.com/xcircusfreaksxTwitter: @xCircusFreaksxWe do not own the rights to any song/mix"
"102"	"Jabbawockeez | World of Dance Bay Area 2014 #WODBAY"	"/watch?v=Mom94KlSe_w"	680	268654	489821	2687	27	16299	"Jabbawockeez | World of Dance Bay Area 2014 #WODBAYDance Videos FIRST at the newhttp://WORLDOFDANCE.COM#worldofdance Like it! Share it!#WODLifestyle -- Make sure to pick up the latest World of Dance Merchandise and Apparel now at http://www.worldofdance.com/storeSupport the movement. Subscribe here.https://www.youtube.com/worldofdanceFollow us on Twitter, Instagram and like us on Facebook:https://twitter.com/worldofdancehttps://instagram.com/worldofdancehttps://www.facebook.com/worldofdance...For more dance news, tour info, and videos like this, go to:http://www.worldofdance.com/"
"103"	"Jabbawockeez World of Dance 3/15/08"	"/watch?v=etxDsKFVWX0"	360	263642	15	171	7	13954	"Four of the Jabbawockeez at Pomona Fairplex. Sorry.. bad angle."
"104"	"Quick Crew | World of Dance LA 2013"	"/watch?v=hdyfoxdvhtI"	194	261386	489821	3254	23	15803	"Support the movement. Subscribe here.https://www.youtube.com/worldofdancetourFollow us on Twitter and like us on Facebook:https://twitter.com/#!/worldofdancehttps://www.facebook.com/worldofdance...For more dance news, tour info, and videos like this, go to:http://www.worldofdance.com/#WODLife - Make sure to pick up the latest World of Dance Merchandise and Apparel now at http://www.worldofdance.com/store"
"105"	"World of Dance | Chachi Gonzales \"Chachi Love\"  to Rocket Love by Frank Ocean Toronto, Canada"	"/watch?v=kmm3tvoUKTg"	118	260083	489821	3584	37	15251	"World of Dance featuring Chachi Gonzales in Toronto, Canada at the WOD Tour. As a member of America's Best Dance Crew season 6 champions I.aM.mE Crew, Chachi, became as instant favorite to ABDC dance fans and the dance community as a whole. The impression she's made on the scene, only at the age of 15, she has is destined to be remembered as one of the greats as she grows continues to perform at new levels. Song: Frank Ocean \"Rocket Love\" Stay tuned for the new Chachi Gonzales feature from World of Dance releasing October 12th, 2011. SUBSCRIBE NOW to be the first to see it.FOLLOW CHACHI & SUBSCRIBE:www.twitter.com/chachigonzaleswww.facebook.com/chachi0123www.youtube.com/chachi0123FOLLOW WORLD OF DANCE & SUBSCRIBE:www.youtube.com/worldofdancetourwww.twitter.com/worldofdancewww.facebook.com/worldofdanceFilmed by Israel Carbajal and Rod Jonas. Edited by Israel Carbajal. Directed by Rod Jonas. Follow Rod Jonas on twitter for the latest on up in coming features and WODLife news.www.twitter.com/rodjonasNO COPYRIGHT INFRINGEMENT, FOR INSPIRATIONAL USE ONLY.#WODLife - Make sure to pick up the latest World of Dance Merchandise and Apparel now at http://www.worldofdance.com/store"
"106"	"Les Twins - World of Dance Hawaii 2014"	"/watch?v=fzbPdRnruNs"	549	260680	871	1987	30	16420	"Les Twins."
"107"	"Jabbawockeez | World of Dance Bay Area 2014 #WODBAY"	"/watch?v=Mom94KlSe_w"	680	268654	489821	2687	27	16299	"Jabbawockeez | World of Dance Bay Area 2014 #WODBAYDance Videos FIRST at the newhttp://WORLDOFDANCE.COM#worldofdance Like it! Share it!#WODLifestyle -- Make sure to pick up the latest World of Dance Merchandise and Apparel now at http://www.worldofdance.com/storeSupport the movement. Subscribe here.https://www.youtube.com/worldofdanceFollow us on Twitter, Instagram and like us on Facebook:https://twitter.com/worldofdancehttps://instagram.com/worldofdancehttps://www.facebook.com/worldofdance...For more dance news, tour info, and videos like this, go to:http://www.worldofdance.com/"
"108"	"Jabbawockeez World of Dance 3/15/08"	"/watch?v=etxDsKFVWX0"	360	263642	15	171	7	13954	"Four of the Jabbawockeez at Pomona Fairplex. Sorry.. bad angle."
"109"	"Quick Crew | World of Dance LA 2013"	"/watch?v=hdyfoxdvhtI"	194	261386	489821	3254	23	15803	"Support the movement. Subscribe here.https://www.youtube.com/worldofdancetourFollow us on Twitter and like us on Facebook:https://twitter.com/#!/worldofdancehttps://www.facebook.com/worldofdance...For more dance news, tour info, and videos like this, go to:http://www.worldofdance.com/#WODLife - Make sure to pick up the latest World of Dance Merchandise and Apparel now at http://www.worldofdance.com/store"
"110"	"World of Dance | Chachi Gonzales \"Chachi Love\"  to Rocket Love by Frank Ocean Toronto, Canada"	"/watch?v=kmm3tvoUKTg"	118	260083	489821	3584	37	15251	"World of Dance featuring Chachi Gonzales in Toronto, Canada at the WOD Tour. As a member of America's Best Dance Crew season 6 champions I.aM.mE Crew, Chachi, became as instant favorite to ABDC dance fans and the dance community as a whole. The impression she's made on the scene, only at the age of 15, she has is destined to be remembered as one of the greats as she grows continues to perform at new levels. Song: Frank Ocean \"Rocket Love\" Stay tuned for the new Chachi Gonzales feature from World of Dance releasing October 12th, 2011. SUBSCRIBE NOW to be the first to see it.FOLLOW CHACHI & SUBSCRIBE:www.twitter.com/chachigonzaleswww.facebook.com/chachi0123www.youtube.com/chachi0123FOLLOW WORLD OF DANCE & SUBSCRIBE:www.youtube.com/worldofdancetourwww.twitter.com/worldofdancewww.facebook.com/worldofdanceFilmed by Israel Carbajal and Rod Jonas. Edited by Israel Carbajal. Directed by Rod Jonas. Follow Rod Jonas on twitter for the latest on up in coming features and WODLife news.www.twitter.com/rodjonasNO COPYRIGHT INFRINGEMENT, FOR INSPIRATIONAL USE ONLY.#WODLife - Make sure to pick up the latest World of Dance Merchandise and Apparel now at http://www.worldofdance.com/store"
"111"	"Les Twins - World of Dance Hawaii 2014"	"/watch?v=fzbPdRnruNs"	549	260680	871	1987	30	16420	"Les Twins."
"112"	"Chachi Gonzales || World of Dance LA 2012"	"/watch?v=unOKR8FK_wA"	121	256151	489821	2305	64	15438	"Stay tuned for all of our amazing news by going to http://www.worldofdance.com/ for the latest on our mobile app, website, merchandise, and tour.Support the movement. Subscribe here.www.youtube.com/worldofdancetourFollow us on Twitter and like us on Facebook:https://twitter.com/#!/worldofdancehttps://www.facebook.com/worldofdance...For more videos like this go to:http://www.worldofdance.com/#WODLife - Make sure to pick up the latest World of Dance Merchandise and Apparel now at http://www.worldofdance.com/store"
"113"	"2012 World of Dance Los Angeles with GALPIN AUTO SPORTS and LES TWINS"	"/watch?v=L5HeOXZE2N4"	73	254792	1246	483	20	15450	"GAS treated the World of Dance 2012 in Los Angeles to some hot new vehicles as well as food and drinks in the Hospitality trailer to VIPs who were in attendance.  With many cyphers, stage competitions and battles, the dancers who stood out the most were Les Twins out of France.  These two individuals mesh just about every type of dance there is along with their signature mime style of storytelling blended into their, \"World of Dance.\"Video by: Analigitalâ¢ for GASMusic produced & remixed by Freeverse beats"
"114"	"Charlize Glass & Angel Gibbs of Flavahz Crew | FRONTROW | World of Dance #WODNJ '14"	"/watch?v=8YNtVfLUo68"	210	247381	489821	3224	26	16220	"Charlize Glass & Angel Gibbs | FRONTROW | World of Dance #WODNJ '14Dance Videos FIRST at the newhttp://WORLDOFDANCE.COM#worldofdance Like it! Share it!#WODLifestyle â Make sure to pick up the latest World of Dance Merchandise and Apparel now at http://www.worldofdance.com/storeSupport the movement. Subscribe here.https://www.youtube.com/worldofdanceFollow us on Twitter, Instagram and like us on Facebook:https://twitter.com/worldofdancehttps://instagram.com/worldofdancehttps://www.facebook.com/worldofdance...For more dance news, tour info, and videos like this, go to:http://www.worldofdance.com/"
"115"	"Megan Batoon | World of Dance | FRONTROW | #WODBAY 2013"	"/watch?v=lIGkHpzPKis"	141	245449	489821	3932	52	15954	"World of Dance Frontrow Feature : Megan Batoon at WODBAY 2013#WODFRONTROWSupport the movement. Subscribe here.https://www.youtube.com/worldofdanceFollow us on Twitter and like us on Facebook:https://twitter.com/#!/worldofdancehttps://www.facebook.com/worldofdance...For more dance news, tour info, and videos like this, go to:http://www.worldofdance.com/#WODLifestyle - Make sure to pick up the latest World of Dance Merchandise and Apparel now at http://www.worldofdance.com/store"
"116"	"RNG - World of Dance Seattle 2011 - Exhibition"	"/watch?v=vcu2i0zDSEM"	274	244513	38367	1775	19	15228	"RNG - Word of Dance SeattleSeptember 10, 2011Choreography by: Kolanie MarksFUN PIECE! NOTHING TO CRAZY! ENJOY! MORE VIDZ TO COME...ALSO TUTORIAL ON THE NEW DANCE MOVE \"DA WHOP\" ***NO COPYRIGHT INFRINGEMENT INTENDED***\"This video uses copyrighted material in a manner that does not require approval of the copyright holder. It is a fair use under copyright law.â¨\"quotation of excerpts in a review or criticism for purposes of illustration or comment; quotation of short passages in a scholarly or technical work, for illustration or clarification of the author's observations; use in a parody of some of the content of the work parodied; summary of an address or article, with brief quotations, in a news report; reproduction by a library of a portion of a work to replace part of a damaged copy; reproduction by a teacher or student of a small part of a work to illustrate a lesson; reproduction of a work in legislative or judicial proceedings or reports; incidental and fortuitous reproduction, in a newsreel or broadcast, of a work located in the scene of an event being reported.\""
"117"	"Mos Wanted Crew Part 2 (Group) | World of Dance Hawaii #WODHI '12"	"/watch?v=8t7MH2qTKn0"	164	240982	489821	3038	25	15701	"World of Dance Hawaii 2012 // Mos Wanted Crew Part 2 (Group)See Part 1 (Solos) here: http://youtu.be/_KJVD-necLoSupport the movement. Subscribe here.https://www.youtube.com/worldofdancetourFollow us on Twitter and like us on Facebook:https://twitter.com/#!/worldofdancehttps://www.facebook.com/worldofdance...For more dance news, tour info, and videos like this, go to:http://www.worldofdance.com/#WODLife - Make sure to pick up the latest World of Dance Merchandise and Apparel now at http://www.worldofdance.com/store#WODLife - Make sure to pick up the latest World of Dance Merchandise and Apparel now at http://www.worldofdance.com/stor"
"118"	"World of Dance 2009: Quest Crew"	"/watch?v=WWzvoGDIu-w"	319	239648	72	490	9	14340	"world of dance pomona california quest crew"
"119"	"MADD CHADD | FRONTROW | World of Dance San Diego 2014 #WODSD"	"/watch?v=B_g6PiMjzno"	141	237167	489821	2018	77	16370	"Madd Chadd of World Of Dance San Diego 2014Dance Videos FIRST at the new http://WORLDOFDANCE.COM #worldofdance Like it! Share it!#WODLifestyle â Make sure to pick up the latest World of Dance Merchandise and Apparel now at http://www.worldofdance.com/storeFollow us on Twitter, Instagram and like us on Facebook: https://twitter.com/worldofdance https://instagram.com/worldofdance https://www.facebook.com/worldofdanceâ¦For more dance news, tour info, and videos like this, go to: http://www.worldofdance.com/"
"120"	"World of Dance 2011 - Mos Wanted Crew"	"/watch?v=AcKRSvq6R1k"	492	235189	97667	1893	28	15067	"Set was created in 4 days. Crew created by Myron MartenBam Martin ( ML )Lando Wilkins ( ML )Jun Quemado ( ML )Jawn HaBrian PusposJp Goldstein Ricky Cole"
"121"	"Super Crew vs Break Monsters at World of Dance/Mooncricket Films"	"/watch?v=NJ0LqsavANE"	948	235192	5578	729	18	15802	"Mooncricket Films in collaboration with StepxstepdanceMonster Energy's first Bboy battle and bboy team Break Monsters vs Super Crew.WorldofDance Tourwww.mooncricketfilms.comwww.thebboyconnection.comwww.facebook.com/mooncricketfilmswww.stepxstepdance.comwww.worldofdance.com"
"122"	"8 Flavahz | Epic Twister Rave Dance Battle"	"/watch?v=q8ZsL5bAc_c"	121	234345	489821	1011	20	15992	"Had a great time filming our Twister Rave Dance Battle! Thanks to Hasbro for letting us dance with the Twister Rave games! Check out the link below to find out where to get your own Twister Rave: http://bit.ly/16nx5u2Choreography by Kay Kay Harris, Jaira Miller, Charlize Glass, Angel Gibbs and Camren Bicondovahttp://8flavahz.com/ http://www.facebook.com/FLAVAHZcrew http://twitter.com/flavahzcrew http://instagram.com/8flavahzcrew"
"123"	"Robert Muraine | Mr Fantastic @ World Of Dance San Diego 2010 (YAK Films Footage)"	"/watch?v=4AkD4E7sp4c"	213	233056	9180	853	23	14855	"DOWNLOAD THE mp3 HERE: http://soundcloud.com/mrfantastic/meg...Filmed & edited by Yoram Savion, Kash Gaines, Ben Tarquin & Javier Ochoa.http://www.YAKFILMS.comÂ© YAK FILMS 2010\"MUCH RESPECT TO THIS TEAM FOR COMPILING THIS VIDEO! I leave it unedited but repost so it gets the views it desrves!\"-robert"
"124"	"JABBAWOCKEEZ World of Dance Pomona 2010"	"/watch?v=nlOY7iqhTg0"	333	231903	71	557	22	15203	""
"125"	"Justin \"Jet Li\" Valles | FRONTROW | World of Dance Las Vegas 2014 #WODLV"	"/watch?v=WhclfqUWo-0"	166	231537	489821	1147	97	16426	"World of Dance Las Vegas 2014 #WODLVDance Videos FIRST at the new http://WORLDOFDANCE.COM #worldofdance Like it! Share it!#WODLifestyle â Make sure to pick up the latest World of Dance Merchandise and Apparel now at http://www.worldofdance.com/storeSupport the movement. Subscribe here. https://www.youtube.com/worldofdanceFollow us on Twitter, Instagram and like us on Facebook:https://twitter.com/worldofdancehttps://instagram.com/worldofdancehttps://www.facebook.com/worldofdanceâ¦For more dance news, tour info, and videos like this, go to: http://www.worldofdance.com"
"126"	"Asia Monet - World Of Dance Performance #AMRTV"	"/watch?v=3CT5lQ1awYY"	123	227141	35352	1425	193	16322	"Asia performs a steller dance routine at World of Dance and the crowd goes wild, in this scene from Episode 1 (The Lion Tamer and The Tiger Mom) of Raising Asia.Get My Album on Itunes, Amazon, and Google Play,Amazon: http://amzn.to/UNRDc1Google: http://bit.ly/1u3AwPWItunes: http://bit.ly/1zsRf2gAsia Monet Ray Online: http://bit.ly/1q6siUBAMR FaceBook â¢ http://on.fb.me/VkbEYGAMR Twitter â¢ http://bit.ly/1lXYhreAMR Youtube â¢ http://bit.ly/1t3I1d8Raising Asia FB â¢ http://on.fb.me/1kw2BQ3"
"127"	"Megan Batoon | FRONTROW | World of Dance Chicago 2014 #WODCHI"	"/watch?v=sKRkr8-Fhho"	178	223395	489821	3056	55	16412	"World of Dance Chicago 2014Dance Videos FIRST at the new http://WORLDOFDANCE.COM #worldofdance Like it! Share it!#WODLifestyle â Make sure to pick up the latest World of Dance Merchandise and Apparel now at http://www.worldofdance.com/storeFollow us on Twitter, Instagram and like us on Facebook: https://twitter.com/worldofdance https://instagram.com/worldofdance https://www.facebook.com/worldofdanceâ¦For more dance news, tour info, and videos like this, go to: http://www.worldofdance.com/"
"128"	"The Puzzle League @ World of Dance Chicago 2013 | 1st Place"	"/watch?v=iWlYy6ijclw"	350	219466	1295	338	10	16027	"This set meant so much more to us than just a theme or a dance...we wanted to spread and underline the importance of love and marriage equality. That there are no rules or boundaries when it comes to who you can love or what you can do. Love is love, its just that simple.Choreography:1. \"Honeymoon Avenue\" by Ariana Grande - Matt Pumanes, Andrew Phan, Davina Pasiewicz2. \"Bubble Butt\" by Major Lazer - Andrew Phan3. \"My Love is Like Whoa\" by Mya - Matt Pumanes4. \"My Love is Like Whoa (Remix)\" by Mya - Matt Pumanes5. \"Michael Jordan (Mix)\" by Carnage and Tony Junior - Matt Pumanes6. \"Honeymoon Avenue\" by Ariana Grande - Matt Pumanes and Davina Pasiewicz"
"129"	"Les Twins of France performs at World of Dance San Diego hosted by Myron Marten | 21XL | WOD"	"/watch?v=c25N0aN8S94"	503	218965	99208	704	11	14853	"Les Twins of France performs at World of Dance San Diego hosted by Myron Marten | 21XL | WOD.This Les Twins U.S. debut performance. The World of Dance Tour."
"130"	"World of Dance Toronto - ABDC's IaMmE feat. Moon, Chachi, Jaja, Branden, Emilio"	"/watch?v=ODM7db30irM"	543	216910	489821	1903	18	15243	"I.aM.mE had the crowd going crazy as they put on a show performing solos and duos for the crowd with a crazy mix of styles. You're never disappointed with this dance crew lead by Pacman who was unable to make it because he's in Miami filming \"Step Up 4\" at the time. World of Dance Toronto set a new bench mark for the city as a live event. Stay tuned for more from your favorite dancers and up in coming talent.Join the movement. Subscribe now.www.youtube.com/worldofdancetourwww.worldofdance.comFilmed by House of Crews. Edited by Justin Carrillo.www.youtube.com/houseofcrewswww.twitter.com/totcollectivewww.twitter.com/rodjonas#WODLife - Make sure to pick up the latest World of Dance Merchandise and Apparel now at http://www.worldofdance.com/store"
"131"	"Ian Eastwood | FRONTROW by SIMPLE Mobile | World of Dance Boston 2014 #WODBOS"	"/watch?v=uFszOS7xwz8"	169	217282	489821	2813	89	16381	"World of Dance FRONTROW presented by SIMPLE MobileChange Your SIM, Change your GAME at http://SIMPLEmobile.comDance Videos FIRST at the new http://WORLDOFDANCE.COM #worldofdance Like it! Share it!#WODLifestyle â Make sure to pick up the latest World of Dance Merchandise and Apparel now at http://www.worldofdance.com/storeSupport the movement. Subscribe here. https://www.youtube.com/worldofdanceFollow us on Twitter, Instagram and like us on Facebook: https://twitter.com/worldofdance https://instagram.com/worldofdance https://www.facebook.com/worldofdanceâ¦For more dance news, tour info, and videos like this, go to: http://www.worldofdance.com World of Dance Boston 2014Dance Videos FIRST at the new http://WORLDOFDANCE.COM #worldofdance Like it! Share it!#WODLifestyle â Make sure to pick up the latest World of Dance Merchandise and Apparel now at http://www.worldofdance.com/storeSupport the movement. Subscribe here. https://www.youtube.com/worldofdanceFollow us on Twitter, Instagram and like us on Facebook: https://twitter.com/worldofdance https://instagram.com/worldofdance https://www.facebook.com/worldofdanceâ¦For more dance news, tour info, and videos like this, go to: http://www.worldofdance.com"
"132"	"Ian Eastwood | FRONTROW | World of Dance Chicago 2014 #WODCHI"	"/watch?v=AXyN0lWVEuY"	428	215827	489821	3549	41	16412	"World of Dance Chicago 2014Dance Videos FIRST at the new http://WORLDOFDANCE.COM #worldofdance Like it! Share it!#WODLifestyle â Make sure to pick up the latest World of Dance Merchandise and Apparel now at http://www.worldofdance.com/storeFollow us on Twitter, Instagram and like us on Facebook: https://twitter.com/worldofdance https://instagram.com/worldofdance https://www.facebook.com/worldofdanceâ¦For more dance news, tour info, and videos like this, go to: http://www.worldofdance.com/"
"133"	"Poreotics Performs at World of Dance San Diego"	"/watch?v=X-wTdEadlTU"	393	214646	99208	809	23	14486	"Poreotics performs at World of Dance San Diego this past Saturday, August 29, 2009. Hosted by Myron Marten of 21XL and World of Dance. Coverage by Pacific Rim Video. twitter.com/pacificrimvideo   twitter.com/myronmarten21xl"
"134"	"The Art of Teknique Freestyling at World of Dance BayArea 2010"	"/watch?v=bid4dEbhB58"	389	212822	24789	833	14	14927	"The Art of Teknique Celebrating with a Freestyle after their first Championship win =-) They took home Best Costume, Crowd Favorite and 1st PLACE!!!!!!! In the Youth division. So proud of these three boys. Bboy Gavin 9, Kris 9, and Kida 8.www.facebook.com/theartof tekniquetheartofteknique916@gmail.com"
"135"	"World of Dance - Brian Puspos of Mos Wanted Crew -  \"Beg For It\" by Chris Brown - Mos Wanted Mondays"	"/watch?v=z-zMyJP776Y"	221	212413	489821	1728	13	15223	"Please read description.  This was a great class to film, very funny & entertaining environment with Brian.  Shows the non serious and passionate work ethic of Puspos.World of Dance & Quest Center brings you Mos Wanted Workshop Monday's at America's Best Dance Crew's Season 3 Champions Quest Crew's Studio at Quest Center in Artesia, CA. Brian Puspo w/ MWC Guest Jawn Ha, Jun Quemado & Myron Marten.Watch in 720 HDThis week 09/05/11 featured Brian Puspos of Mos Wanted Crew, Architeks, Movement Lifestyle and Kub Scoutzwww.worldofdance.com  JOIN THE MOVEMENT...1st Song produced by Coast ProductionsFilmed by Vince de Vela, Rod Jonas. Edited by Justin Carrillo and Rod Jonaswww.twitter.com/rodjonaswww.twitter.com/TOTCollectiveNO COPYRIGHT INFRINGMENT, FOR INSPIRATIONAL USE ONLY#WODLife - Make sure to pick up the latest World of Dance Merchandise and Apparel now at http://www.worldofdance.com/store"
"136"	"World of Dance New York 2012: Wanted Ashiqz (2nd Place and Best Costume)"	"/watch?v=EOsYlm9juDU"	393	209710	489821	1453	103	15490	"Stay tuned for all of our amazing news by going to http://www.worldofdance.com/ for the latest on our mobile app, website, merchandise, and tour.Support the movement. Subscribe here.www.youtube.com/worldofdancetourFollow us on Twitter and like us on Facebook:https://twitter.com/#!/worldofdancehttps://www.facebook.com/worldofdance...For more videos like this go to:http://www.worldofdance.com/#WODLife - Make sure to pick up the latest World of Dance Merchandise and Apparel now at http://www.worldofdance.com/store"
"137"	"Quest Crew | World of Dance LA 2014 #WODLA"	"/watch?v=Pan3CZSpO8U"	366	209458	489821	2629	22	16173	"Quest Crew | World of Dance LA 2014 #WODLA#WODLifestyle - Make sure to pick up the latest World of Dance Merchandise and Apparel now at http://www.worldofdance.com/storeSupport the movement. Subscribe here.https://www.youtube.com/worldofdanceFollow us on Twitter, Instagram and like us on Facebook:https://twitter.com/worldofdancehttps://instagram.com/worldofdancehttps://www.facebook.com/worldofdance...For more dance news, tour info, and videos like this, go to:http://www.worldofdance.com/"
"138"	"Philippine All Stars | World of Dance | FRONTROW | #WODBAY 2013"	"/watch?v=RK7rg6Ga1sk"	146	209312	489821	1428	17	15947	"World of Dance Frontrow Feature : Philippine All Stars at WODBAY 2013#WODFRONTROWSupport the movement. Subscribe here.https://www.youtube.com/worldofdanceFollow us on Twitter and like us on Facebook:https://twitter.com/#!/worldofdancehttps://www.facebook.com/worldofdance...For more dance news, tour info, and videos like this, go to:http://www.worldofdance.com/#WODLife - Make sure to pick up the latest World of Dance Merchandise and Apparel now at http://www.worldofdance.com/store"
"139"	"Phunk Phenomenon | World of Dance | FRONTROW | #WODBOS 2013"	"/watch?v=5MySwgke1Yo"	402	207449	489821	2009	60	16014	"World of Dance Frontrow Feature : Phunk Phenomenon at WODBOS 2013#WODFRONTROWSupport the movement. Subscribe here.https://www.youtube.com/worldofdanceFollow us on Twitter and like us on Facebook:https://twitter.com/#!/worldofdancehttps://www.facebook.com/worldofdance...For more dance news, tour info, and videos like this, go to:http://www.worldofdance.com/#WODLife - Make sure to pick up the latest World of Dance Merchandise and Apparel now at http://www.worldofdance.com/store"
"140"	"World Of Dance Chicago 2010: Remote Kontrol"	"/watch?v=gz_zkOz-_kg"	431	203711	73	833	12	14941	"World Of Dance Chicago 2010I LOVE THESE GUYS, MAD RESPECT, TELL YO' MAMA, YO' COUSINS' YO FRIENDS. Try and tell me this is not inspirational to all you poppers out there! Yeah, exactly!"
"141"	"Poreotics | FRONTROW by SIMPLE Mobile | World of Dance Boston 2014 #WODBOS"	"/watch?v=l81V_8yP3og"	356	203205	489821	2470	17	16380	"World of Dance FRONTROW presented by SIMPLE MobileChange Your SIM, Change your GAME at http://SIMPLEmobile.comDance Videos FIRST at the new http://WORLDOFDANCE.COM #worldofdance Like it! Share it!#WODLifestyle â Make sure to pick up the latest World of Dance Merchandise and Apparel now at http://www.worldofdance.com/storeSupport the movement. Subscribe here. https://www.youtube.com/worldofdanceFollow us on Twitter, Instagram and like us on Facebook: https://twitter.com/worldofdance https://instagram.com/worldofdance https://www.facebook.com/worldofdanceâ¦For more dance news, tour info, and videos like this, go to: http://www.worldofdance.com World of Dance Boston 2014Dance Videos FIRST at the new http://WORLDOFDANCE.COM #worldofdance Like it! Share it!#WODLifestyle â Make sure to pick up the latest World of Dance Merchandise and Apparel now at http://www.worldofdance.com/storeSupport the movement. Subscribe here. https://www.youtube.com/worldofdanceFollow us on Twitter, Instagram and like us on Facebook: https://twitter.com/worldofdance https://instagram.com/worldofdance https://www.facebook.com/worldofdanceâ¦For more dance news, tour info, and videos like this, go to: http://www.worldofdance.com"
"142"	"Mos Wanted Crew - World of Dance Los Angeles - Front View"	"/watch?v=MmFigpg7slI"	492	202367	160565	1171	21	15069	"Debut Performance Created in 4 Days.Filmed By: Kanauru Films"
"143"	"Kat Deluna Whine Up LIVE | World Of Dance New York 2011 | Sharp Edge Events"	"/watch?v=Bu3PYat81I4"	239	201001	4857	256	79	15135	"Filmed and Edited by: Joseph Rivera (@directorjosephr)2nd angle footage courtesy of Allan Tabilas of NuevotecÂ© Sharp Edge Productions 2011Leaders in Music Video and Creative Productionhttp://www.SharpEdgeProductions.comhttp://www.DirectorJosephRivera.comhttp://www.nuevotec.com"
"144"	"World of Dance Kids - Future Funk Performs Live on TBS on George Lopez Tonight Show 03/02/11"	"/watch?v=tJqRSj8uebk"	225	195198	489821	555	19	15040	"World of Dance Kids Team - Future Funk performs live on national television on TBS on the George Lopez Tonight Show on March 2nd, 2011.For World of Dance Tour dates and watch Future Funk live, please log on to.www.worldofdance.com#WODLife - Make sure to pick up the latest World of Dance Merchandise and Apparel now at http://www.worldofdance.com/store"
